"","SID","topic","article_number","scale_name","value","text","tone_pos","tone_neg"
"269","s198","health",86,"msg_share_narrow",94,"This is about the program called BOKS program which is making children feel happier and more energetic before the class.",5,0
"270","s201","climate",85,"msg_share_narrow",27,"We worry a lot about the future when it comes to climate change but this means we could lose our past even sooner!",0,8.7
"271","s204","health",18,"msg_share_narrow",9,"I know a lot of old people who would probably be interested in cycling.",7.14,0
"272","s206","health",86,"msg_share_narrow",83,"It is very must for childerns",0,0
"273","s208","climate",53,"msg_share_narrow",85,"flood insurance most important for everyone",16.67,0
"274","s211","climate",61,"msg_share_narrow",0,"This article matters to me because it's a clear indication that our elected leaders are not taking climate change seriously, nor are they taking into consideration what the general public wants. Most people do not want oil or gas exploration in the Arctic National Wildlife Refuge.",0,0
"275","s214","health",40,"msg_share_narrow",83,"dont worry about consuming this after exercising",0,14.29
"276","s216","climate",15,"msg_share_narrow",33,"It is about global warming.",0,0
"277","s218","climate",55,"msg_share_narrow",40,"It was usage of plastics and reusability",0,0
"278","s222","health",8,"msg_share_narrow",51,"A New Year’s resolution so common, it’s almost a cliché: “This year, I’ll lose weight.” The new year is already running and we start to picture ourselves several pounds lighter and flaunting a svelte figure in a bikini, the kind of figure that will have us rummaging in our closets for those jeans we haven’t worn in years and sliding onto the dance floor eager to show off our moves and confidence.",5.56,1.39
"279","s224","health",86,"msg_share_narrow",0,"A program helps children with before school activities.",12.5,0
"280","s230","health",32,"msg_share_narrow",15,"The article is about sugary drinks and how they have no health benefits. Sugary drinks are bad for me and can complicate my health problems with sugar.",3.7,3.7
"281","s235","climate",81,"msg_share_narrow",80,"Is to improve all forms of assistance subject to action  Their machines beautifully showcase the processes they need considering the development of the staff as well",11.54,0
"282","s237","health",60,"msg_share_narrow",61,"VITAMIN D WAS IMPORTANT DURING PREGNANCY",16.67,0
"283","s243","climate",63,"msg_share_narrow",70,"Invasive grass species are increasing the risk fo wildfires",0,0
"284","s248","health",12,"msg_share_narrow",81,"This article instigate me to think about children's health. Because so much of children in US grows without proper immunity level. Exercising will helps to develop children's health and also it reduces stress level.",2.94,2.94
"285","s250","climate",69,"msg_share_narrow",100,"The article is about recycling wrong things. We cannot and should not recycle every things. For example some kind of plastics cannot be recycled.",0,4.17
"286","s255","climate",59,"msg_share_narrow",0,"It matters to people I know because I live in Florida, which is projected to be underwater at some point in the not so distant future. What that means is, since I live in Florida, everyone else I know lives in Florida.",0,0
"287","s258","climate",17,"msg_share_narrow",99,"Kincade fire in California",0,0
"288","s260","climate",55,"msg_share_narrow",7,"Recycling is an important part of environmental control",12.5,0
"289","s262","health",52,"msg_share_narrow",88,"This is why i stay away from most processed meats lately.",0,0
"290","s268","climate",41,"msg_share_narrow",100,"It tells me about how other eastern countries would not agree because of their heavy use of coal",0,0
"291","s273","health",6,"msg_share_narrow",26,"exercise without dieting might not help you lose weight",11.11,11.11
"292","s275","health",54,"msg_share_narrow",21,"Being overweight could cause cancer.",0,20
"293","s277","health",98,"msg_share_narrow",100,"cycling helps to keep our bones healthy",28.57,0
"294","s279","health",32,"msg_share_narrow",62,"It have no health benefits so this article matters to people to know",7.69,0
"295","s281","health",2,"msg_share_narrow",18,"This book will help parents learn how to make sure their kids eat healthy.",7.14,0
"296","s287","health",36,"msg_share_narrow",4,"It's about how different people walk and the pace that they walk in.",0,0
"297","s292","health",70,"msg_share_narrow",10,"A wealthy Korean grandmother and her grandchild save money with McDonald's fast food upon relocating to California.",0,0
"298","s295","health",104,"msg_share_narrow",17,"It's about using AI to prevent breast cancer.",0,0
"299","s299","climate",25,"msg_share_narrow",0,"This article is about floods  and climate changes.",0,0
"300","s301","climate",63,"msg_share_narrow",1,"It is important to protect people and property from the threat of wildfires.",7.69,7.69
"301","s305","health",90,"msg_share_narrow",58,"Hearing loss leads to more accidents.",0,16.67
"302","s308","health",56,"msg_share_narrow",51,"I need to exercise more to reduce my weight.",0,0
"303","s313","health",86,"msg_share_narrow",3,"Possible benefits of a before-school exercise program.",14.29,0
"304","s316","health",70,"msg_share_narrow",35,"It is about a change in economic status and the use of McDonalds to make their money go further.",0,0
"305","s319","health",72,"msg_share_narrow",87,"Physical exercise is very important to human health",12.5,0
"306","s321","health",88,"msg_share_narrow",82,"this has lot of claims",0,0
"307","s324","health",72,"msg_share_narrow",1,"Talks about a gut bacteria that could make people run faster.",0,0
"308","s327","health",40,"msg_share_narrow",82,"traditional healthy tip usually misleading person's concept",0,0
"309","s329","climate",7,"msg_share_narrow",100,"This article is important to people I know because it is addressing one of the issues of climate change.  This is not only important to the people I know but everyone on the planet.  It is important because if we do not address it our species could become extinct.",6.12,0
"310","s331","health",70,"msg_share_narrow",66,"The food was yummy and tasty!",33.33,0
"311","s337","health",22,"msg_share_narrow",0,"The article explains the health benefits of eating plant-based foods high in flavonoids. It may help prevent death due to cancer and cardiovascular disease.",8.33,0
"312","s344","health",60,"msg_share_narrow",65,"I think this will be good mothers. It will help improve the strength of your child's teeth when he/she is growing",18.18,0
"313","s348","health",98,"msg_share_narrow",78,"There is a lot of pressure on the bone",0,0
"314","s352","health",56,"msg_share_narrow",88,"This article help will help people to be fit and it will help to improve someone's health",23.53,0
"315","s358","climate",3,"msg_share_narrow",80,"It was indirectly influenced in my life",0,0
"316","s361","health",20,"msg_share_narrow",0,"This article, from Chef Tom Colicchio, recommends only purchasing produce by the day, so you won't waste what you don't use.",4.76,0
"317","s364","climate",101,"msg_share_narrow",44,"The Vaquita mammal is rare and almost extinct in nature!",0,0
"318","s371","climate",15,"msg_share_narrow",0,"Global warming is causing more and more severe types of storms.",0,9.09
"319","s373","health",4,"msg_share_narrow",52,"Keeping healthy is the only way forward.",14.29,0
"320","s380","climate",21,"msg_share_narrow",4,"Policy makers were able to gain authorization to use a coal mine.",0,0
"321","s387","health",94,"msg_share_narrow",11,"less sugary drink consumption leads to better health",12.5,0
"322","s394","climate",19,"msg_share_narrow",63,"best of wilderness for environmental protection",0,0
"323","s396","health",92,"msg_share_narrow",100,"Parents make kids fat.",0,0
"324","s400","health",86,"msg_share_narrow",92,"It can help my child for development.",14.29,0
"325","s402","climate",35,"msg_share_narrow",84,"It's about how our government is reacting to reduce the climate change",0,0
"326","s406","health",56,"msg_share_narrow",30,"People I know care about being healthy and happy and exercise is a big part of that.",11.76,0
"327","s412","health",100,"msg_share_narrow",60,"flu and cold challenge for immunity .have high power immunity not affect the cold and flu",6.25,0
"328","s415","health",64,"msg_share_narrow",37,"Good inputs from wise people on health",28.57,0
"329","s419","health",90,"msg_share_narrow",19,"poor hearing being associated with more injuries",0,28.57
